import time: self [us] | cumulative | imported package
import time:       551 |        551 |                                             torch.distributed.tensor._ops._random_ops
import time:       587 |        587 |                                               torch.distributed.tensor._ops._common_rules
import time:      1205 |       1792 |                                             torch.distributed.tensor._ops._tensor_ops
import time:      2805 |       2805 |                                             torch.distributed.tensor._ops._view_ops
import time:      3634 |     440980 |                                           torch.distributed.tensor._ops
import time:       604 |     441584 |                                         torch.distributed.tensor
import time:       822 |     442405 |                                       torch.distributed.fsdp._shard_utils
import time:       920 |     472360 |                                     torch.distributed.fsdp._fsdp_extensions
import time:      3273 |     484697 |                                   torch.distributed.fsdp._flat_param
import time:      1604 |       1604 |                                     torch.distributed.fsdp._fully_shard._fsdp_api
import time:       604 |        604 |                                           torch.distributed._composable.contract
import time:      1111 |       1714 |                                         torch.distributed._composable.checkpoint_activation
