import time: self [us] | cumulative | imported package
import time:     15671 |      15671 |                         scipy._lib.messagestream
import time:     22243 |      37913 |                       scipy.optimize._trlib._trlib
import time:       703 |      38616 |                     scipy.optimize._trlib
import time:      5172 |      43788 |                   scipy.optimize._trustregion_krylov
import time:       846 |        846 |                   scipy.optimize._trustregion_exact
import time:      1038 |       1038 |                       scipy.optimize._constraints
import time:       600 |        600 |                             sksparse
import time:        31 |        630 |                           sksparse.cholmod
import time:      1092 |       1722 |                         scipy.optimize._trustregion_constr.projections
import time:       859 |        859 |                         scipy.optimize._trustregion_constr.qp_subproblem
